parallax,Av. error (mm),Info,Higher Info
"0,12","200,94",seq0_checks,105-2-115_FarPoints
"0,12","204,53",seq0_checks,105-2-115_FarPoints
"0,12","200,27",seq0_checks,105-2-115_FarPoints
"0,10","197,22",seq0_checks,105-2-115_FarPoints
"0,10","201,04",seq0_checks,105-2-115_FarPoints
"0,12","192,42",seq0_checks,105-2-115_FarPoints
"0,12","195,97",seq0_checks,105-2-115_FarPoints
"0,42","182,25",seq0_checks,105-2-115_FarPoints
"0,42","186,87",seq0_checks,105-2-115_FarPoints
"0,42","189,05",seq0_checks,105-2-115_FarPoints
"0,42","185,88",seq0_checks,105-2-115_FarPoints
"0,19","198,73",seq0_checks,105-2-115_FarPoints
"0,19","203,03",seq0_checks,105-2-115_FarPoints
"0,21","198,21",seq0_checks,105-2-115_FarPoints
"0,21","202,26",seq0_checks,105-2-115_FarPoints
"0,14","196,04",seq0_checks,105-2-115_FarPoints
"0,14","200,25",seq0_checks,105-2-115_FarPoints
"0,21","193,38",seq0_checks,105-2-115_FarPoints
"0,21","197,17",seq0_checks,105-2-115_FarPoints
"0,20","202,61",seq0_checks,105-2-115_FarPoints
"0,20","206,62",seq0_checks,105-2-115_FarPoints
"0,63","207,53",seq0_checks,105-2-115_FarPoints
"0,63","212,95",seq0_checks,105-2-115_FarPoints
"0,61","260,65",seq0_checks,105-2-115_FarPoints
"0,61","254,50",seq0_checks,105-2-115_FarPoints
"0,48","169,58",seq0_checks,105-2-115_FarPoints
"0,48","173,80",seq0_checks,105-2-115_FarPoints
"0,48","174,99",seq0_checks,105-2-115_FarPoints
"0,48","172,87",seq0_checks,105-2-115_FarPoints
"0,47","199,03",seq0_checks,105-2-115_FarPoints
"0,47","203,71",seq0_checks,105-2-115_FarPoints
"0,37","197,96",seq0_checks,105-2-115_FarPoints
"0,37","202,73",seq0_checks,105-2-115_FarPoints
"0,08","194,76",seq0_checks,105-2-115_FarPoints
"0,08","190,75",seq0_checks,105-2-115_FarPoints
"0,12","196,04",seq0_checks,105-2-115_FarPoints
"0,12","199,59",seq0_checks,105-2-115_FarPoints
"0,25","190,90",seq0_checks,105-2-115_FarPoints
"0,25","194,73",seq0_checks,105-2-115_FarPoints
"0,40","243,86",seq0_checks,105-2-115_FarPoints
"0,40","249,41",seq0_checks,105-2-115_FarPoints
"0,42","315,68",seq0_checks,105-2-115_FarPoints
"0,42","308,51",seq0_checks,105-2-115_FarPoints
"0,23","191,76",seq0_checks,105-2-115_FarPoints
"0,23","195,00",seq0_checks,105-2-115_FarPoints
"0,14","198,26",seq0_checks,105-2-115_FarPoints
"0,14","201,83",seq0_checks,105-2-115_FarPoints
"0,16","194,12",seq0_checks,105-2-115_FarPoints
"0,16","197,44",seq0_checks,105-2-115_FarPoints
"0,56","181,97",seq0_checks,105-2-115_FarPoints
"0,56","187,03",seq0_checks,105-2-115_FarPoints
"0,28","200,98",seq0_checks,105-2-115_FarPoints
"0,28","196,73",seq0_checks,105-2-115_FarPoints
"0,68","64,97",seq0_no_checks,105-2-115_FarPoints
"0,68","59,75",seq0_no_checks,105-2-115_FarPoints
"0,46","36,22",seq0_no_checks,105-2-115_FarPoints
"0,46","33,77",seq0_no_checks,105-2-115_FarPoints
"1,28","25,42",seq0_no_checks,105-2-115_FarPoints
"1,28","25,26",seq0_no_checks,105-2-115_FarPoints
"1,43","26,09",seq0_no_checks,105-2-115_FarPoints
"1,43","25,81",seq0_no_checks,105-2-115_FarPoints
"1,75","20,99",seq0_no_checks,105-2-115_FarPoints
"1,75","21,00",seq0_no_checks,105-2-115_FarPoints
"1,50","25,89",seq0_no_checks,105-2-115_FarPoints
"1,50","26,13",seq0_no_checks,105-2-115_FarPoints
"1,50","22,15",seq0_no_checks,105-2-115_FarPoints
"1,50","20,91",seq0_no_checks,105-2-115_FarPoints
"1,53","31,38",seq0_no_checks,105-2-115_FarPoints
"1,53","31,54",seq0_no_checks,105-2-115_FarPoints
"0,39","26,53",seq0_no_checks,105-2-115_FarPoints
"0,39","26,19",seq0_no_checks,105-2-115_FarPoints
"0,38","36,98",seq0_no_checks,105-2-115_FarPoints
"0,38","36,45",seq0_no_checks,105-2-115_FarPoints
"1,35","34,87",seq0_no_checks,105-2-115_FarPoints
"1,35","34,31",seq0_no_checks,105-2-115_FarPoints
"0,79","18,97",seq0_no_checks,105-2-115_FarPoints
"0,79","18,10",seq0_no_checks,105-2-115_FarPoints
"1,38","13,75",seq0_no_checks,105-2-115_FarPoints
"1,38","14,21",seq0_no_checks,105-2-115_FarPoints
"1,27","31,36",seq0_no_checks,105-2-115_FarPoints
"1,27","30,10",seq0_no_checks,105-2-115_FarPoints
"0,34","49,92",seq0_no_checks,105-2-115_FarPoints
"0,34","49,53",seq0_no_checks,105-2-115_FarPoints
"0,36","29,99",seq0_no_checks,105-2-115_FarPoints
"0,36","29,77",seq0_no_checks,105-2-115_FarPoints
"1,09","20,82",seq0_no_checks,105-2-115_FarPoints
"1,09","20,07",seq0_no_checks,105-2-115_FarPoints
"0,47","31,75",seq0_no_checks,105-2-115_FarPoints
"0,47","31,78",seq0_no_checks,105-2-115_FarPoints
"1,57","54,74",seq0_no_checks,105-2-115_FarPoints
"1,57","53,77",seq0_no_checks,105-2-115_FarPoints
"1,50","23,09",seq0_no_checks,105-2-115_FarPoints
"1,50","21,29",seq0_no_checks,105-2-115_FarPoints
"1,50","26,19",seq0_no_checks,105-2-115_FarPoints
"1,50","24,72",seq0_no_checks,105-2-115_FarPoints
"1,66","36,59",seq0_no_checks,105-2-115_FarPoints
"1,66","35,29",seq0_no_checks,105-2-115_FarPoints
"1,31","20,32",seq0_no_checks,105-2-115_FarPoints
"1,31","18,90",seq0_no_checks,105-2-115_FarPoints
"1,28","50,75",seq0_no_checks,105-2-115_FarPoints
"1,28","49,05",seq0_no_checks,105-2-115_FarPoints
"0,18","47,99",seq0_no_checks,105-2-115_FarPoints
"0,18","48,09",seq0_no_checks,105-2-115_FarPoints
"1,77","19,47",seq0_no_checks,105-2-115_FarPoints
"1,77","19,61",seq0_no_checks,105-2-115_FarPoints
"0,54","32,56",seq0_no_checks,105-2-115_FarPoints
"0,54","30,19",seq0_no_checks,105-2-115_FarPoints
"1,75","17,03",seq0_no_checks,105-2-115_FarPoints
"1,75","17,28",seq0_no_checks,105-2-115_FarPoints
"0,63","29,62",seq0_no_checks,105-2-115_FarPoints
"0,63","29,19",seq0_no_checks,105-2-115_FarPoints
"0,53","47,43",seq0_no_checks,105-2-115_FarPoints
"0,53","47,84",seq0_no_checks,105-2-115_FarPoints
"1,43","41,07",seq0_no_checks,105-2-115_FarPoints
"1,43","41,25",seq0_no_checks,105-2-115_FarPoints
"0,67","71,24",seq0_no_checks,105-2-115_FarPoints
"0,67","65,97",seq0_no_checks,105-2-115_FarPoints
"0,46","43,66",seq0_no_checks,105-2-115_FarPoints
"0,46","43,16",seq0_no_checks,105-2-115_FarPoints
"0,42","34,45",seq0_no_checks,105-2-115_FarPoints
"0,42","34,59",seq0_no_checks,105-2-115_FarPoints
"1,36","63,97",seq0_no_checks,105-2-115_FarPoints
"1,36","60,77",seq0_no_checks,105-2-115_FarPoints
"1,24","50,22",seq0_no_checks,105-2-115_FarPoints
"1,24","47,47",seq0_no_checks,105-2-115_FarPoints
"1,79","42,85",seq0_no_checks,105-2-115_FarPoints
"1,79","41,72",seq0_no_checks,105-2-115_FarPoints
"0,76","29,00",seq0_no_checks,105-2-115_FarPoints
"0,76","26,85",seq0_no_checks,105-2-115_FarPoints
"0,78","35,59",seq0_no_checks,105-2-115_FarPoints
"0,78","35,24",seq0_no_checks,105-2-115_FarPoints
"0,18","29,67",seq0_no_checks,105-2-115_FarPoints
"0,18","29,28",seq0_no_checks,105-2-115_FarPoints
"0,18","34,90",seq0_no_checks,105-2-115_FarPoints
"0,18","34,96",seq0_no_checks,105-2-115_FarPoints
"0,47","47,77",seq0_no_checks,105-2-115_FarPoints
"0,47","47,69",seq0_no_checks,105-2-115_FarPoints
"0,57","45,11",seq0_no_checks,105-2-115_FarPoints
"0,57","45,11",seq0_no_checks,105-2-115_FarPoints
"0,64","46,76",seq0_no_checks,105-2-115_FarPoints
"0,64","46,76",seq0_no_checks,105-2-115_FarPoints
"0,53","37,13",seq0_no_checks,105-2-115_FarPoints
"0,53","35,09",seq0_no_checks,105-2-115_FarPoints
"1,99","33,84",seq0_no_checks,105-2-115_FarPoints
"1,99","33,56",seq0_no_checks,105-2-115_FarPoints
"1,59","22,33",seq0_no_checks,105-2-115_FarPoints
"1,59","20,86",seq0_no_checks,105-2-115_FarPoints
"1,53","39,80",seq0_no_checks,105-2-115_FarPoints
"1,53","38,26",seq0_no_checks,105-2-115_FarPoints
"1,50","36,64",seq0_no_checks,105-2-115_FarPoints
"1,50","34,77",seq0_no_checks,105-2-115_FarPoints
"1,67","40,07",seq0_no_checks,105-2-115_FarPoints
"1,67","38,61",seq0_no_checks,105-2-115_FarPoints
"1,46","56,76",seq0_no_checks,105-2-115_FarPoints
"1,46","55,45",seq0_no_checks,105-2-115_FarPoints
"1,34","33,88",seq0_no_checks,105-2-115_FarPoints
"1,34","32,34",seq0_no_checks,105-2-115_FarPoints
"0,52","51,86",seq0_no_checks,105-2-115_FarPoints
"0,52","51,75",seq0_no_checks,105-2-115_FarPoints
"1,19","40,96",seq0_no_checks,105-2-115_FarPoints
"1,19","38,82",seq0_no_checks,105-2-115_FarPoints
"1,19","43,99",seq0_no_checks,105-2-115_FarPoints
"1,19","41,84",seq0_no_checks,105-2-115_FarPoints
"1,23","39,76",seq0_no_checks,105-2-115_FarPoints
"1,23","37,57",seq0_no_checks,105-2-115_FarPoints
"1,32","25,05",seq0_no_checks,105-2-115_FarPoints
"1,32","23,35",seq0_no_checks,105-2-115_FarPoints
"0,48","41,07",seq0_no_checks,105-2-115_FarPoints
"0,48","40,84",seq0_no_checks,105-2-115_FarPoints
"1,93","44,41",seq0_no_checks,105-2-115_FarPoints
"1,93","43,45",seq0_no_checks,105-2-115_FarPoints
"1,93","43,43",seq0_no_checks,105-2-115_FarPoints
"1,93","42,81",seq0_no_checks,105-2-115_FarPoints
"1,81","43,53",seq0_no_checks,105-2-115_FarPoints
"1,81","42,77",seq0_no_checks,105-2-115_FarPoints
"1,83","49,08",seq0_no_checks,105-2-115_FarPoints
"1,83","48,33",seq0_no_checks,105-2-115_FarPoints
"1,85","18,13",seq0_no_checks,105-2-115_FarPoints
"1,85","18,30",seq0_no_checks,105-2-115_FarPoints
"1,91","35,11",seq0_no_checks,105-2-115_FarPoints
"1,91","33,75",seq0_no_checks,105-2-115_FarPoints
"1,45","39,54",seq0_no_checks,105-2-115_FarPoints
"1,45","40,10",seq0_no_checks,105-2-115_FarPoints
"1,41","23,87",seq0_no_checks,105-2-115_FarPoints
"1,41","22,31",seq0_no_checks,105-2-115_FarPoints
"1,49","22,60",seq0_no_checks,105-2-115_FarPoints
"1,49","21,48",seq0_no_checks,105-2-115_FarPoints
"1,56","23,61",seq0_no_checks,105-2-115_FarPoints
"1,56","21,96",seq0_no_checks,105-2-115_FarPoints
"1,38","31,93",seq0_no_checks,105-2-115_FarPoints
"1,38","30,28",seq0_no_checks,105-2-115_FarPoints
"1,70","16,96",seq0_no_checks,105-2-115_FarPoints
"1,70","16,24",seq0_no_checks,105-2-115_FarPoints
"1,55","18,13",seq0_no_checks,105-2-115_FarPoints
"1,55","17,01",seq0_no_checks,105-2-115_FarPoints
"0,52","41,94",seq0_no_checks,105-2-115_FarPoints
"0,52","41,57",seq0_no_checks,105-2-115_FarPoints
"0,61","43,46",seq0_no_checks,105-2-115_FarPoints
"0,61","43,36",seq0_no_checks,105-2-115_FarPoints
"0,61","28,82",seq0_no_checks,105-2-115_FarPoints
"0,61","28,60",seq0_no_checks,105-2-115_FarPoints
"1,26","22,44",seq0_no_checks,105-2-115_FarPoints
"1,26","20,75",seq0_no_checks,105-2-115_FarPoints
"1,25","28,11",seq0_no_checks,105-2-115_FarPoints
"1,25","26,50",seq0_no_checks,105-2-115_FarPoints
"0,28","29,52",seq0_no_checks,105-2-115_FarPoints
"0,28","29,22",seq0_no_checks,105-2-115_FarPoints
"0,30","47,77",seq0_no_checks,105-2-115_FarPoints
"0,30","47,72",seq0_no_checks,105-2-115_FarPoints
"0,93","17,46",seq0_no_checks,105-2-115_FarPoints
"0,93","16,85",seq0_no_checks,105-2-115_FarPoints
"0,87","31,57",seq0_no_checks,105-2-115_FarPoints
"0,87","31,67",seq0_no_checks,105-2-115_FarPoints
"1,35","26,57",seq0_no_checks,105-2-115_FarPoints
"1,35","26,16",seq0_no_checks,105-2-115_FarPoints
"1,29","21,82",seq0_no_checks,105-2-115_FarPoints
"1,29","20,07",seq0_no_checks,105-2-115_FarPoints
"1,24","25,58",seq0_no_checks,105-2-115_FarPoints
"1,24","25,11",seq0_no_checks,105-2-115_FarPoints
"1,52","22,43",seq0_no_checks,105-2-115_FarPoints
"1,52","20,95",seq0_no_checks,105-2-115_FarPoints
"1,44","37,56",seq0_no_checks,105-2-115_FarPoints
"1,44","35,86",seq0_no_checks,105-2-115_FarPoints
"0,45","45,52",seq0_no_checks,105-2-115_FarPoints
"0,45","45,05",seq0_no_checks,105-2-115_FarPoints
"1,68","22,96",seq0_no_checks,105-2-115_FarPoints
"1,68","22,64",seq0_no_checks,105-2-115_FarPoints
"0,34","33,98",seq0_no_checks,105-2-115_FarPoints
"0,34","34,02",seq0_no_checks,105-2-115_FarPoints
"1,00","15,13",seq0_no_checks,105-2-115_FarPoints
"1,00","15,37",seq0_no_checks,105-2-115_FarPoints
"0,90","12,51",seq0_no_checks,105-2-115_FarPoints
"0,90","11,69",seq0_no_checks,105-2-115_FarPoints
"0,46","29,91",seq0_no_checks,105-2-115_FarPoints
"0,46","29,94",seq0_no_checks,105-2-115_FarPoints
"0,17","33,64",seq0_no_checks,105-2-115_FarPoints
"0,17","33,47",seq0_no_checks,105-2-115_FarPoints
"0,20","34,64",seq0_no_checks,105-2-115_FarPoints
"0,20","34,55",seq0_no_checks,105-2-115_FarPoints
"1,70","21,14",seq0_no_checks,105-2-115_FarPoints
"1,70","21,40",seq0_no_checks,105-2-115_FarPoints
"1,45","26,75",seq0_no_checks,105-2-115_FarPoints
"1,45","24,97",seq0_no_checks,105-2-115_FarPoints
"1,52","41,30",seq0_no_checks,105-2-115_FarPoints
"1,52","39,62",seq0_no_checks,105-2-115_FarPoints
"2,10","39,13",seq0_no_checks,105-2-115_FarPoints
"2,10","37,30",seq0_no_checks,105-2-115_FarPoints
"2,06","35,05",seq0_no_checks,105-2-115_FarPoints
"2,06","35,04",seq0_no_checks,105-2-115_FarPoints
"2,04","46,70",seq0_no_checks,105-2-115_FarPoints
"2,04","46,88",seq0_no_checks,105-2-115_FarPoints
"1,45","24,37",seq0_no_checks,105-2-115_FarPoints
"1,45","22,91",seq0_no_checks,105-2-115_FarPoints
"0,58","77,77",seq0_no_checks,105-2-115_FarPoints
"0,58","77,90",seq0_no_checks,105-2-115_FarPoints
"1,63","19,84",seq0_no_checks,105-2-115_FarPoints
"1,63","19,18",seq0_no_checks,105-2-115_FarPoints
"0,33","34,25",seq0_no_checks,105-2-115_FarPoints
"0,33","31,77",seq0_no_checks,105-2-115_FarPoints
"1,52","42,10",seq0_no_checks,105-2-115_FarPoints
"1,52","40,33",seq0_no_checks,105-2-115_FarPoints
"1,30","27,33",seq0_no_checks,105-2-115_FarPoints
"1,30","26,98",seq0_no_checks,105-2-115_FarPoints
"1,30","17,39",seq0_no_checks,105-2-115_FarPoints
"1,30","17,41",seq0_no_checks,105-2-115_FarPoints
"0,08","44,19",seq0_no_checks,105-2-115_FarPoints
"0,08","44,39",seq0_no_checks,105-2-115_FarPoints
"0,47","39,70",seq0_no_checks,105-2-115_FarPoints
"0,47","39,82",seq0_no_checks,105-2-115_FarPoints
"1,55","45,62",seq0_no_checks,105-2-115_FarPoints
"1,55","44,26",seq0_no_checks,105-2-115_FarPoints
"0,77","29,64",seq0_no_checks,105-2-115_FarPoints
"0,77","29,93",seq0_no_checks,105-2-115_FarPoints
"0,40","30,21",seq0_no_checks,105-2-115_FarPoints
"0,40","29,58",seq0_no_checks,105-2-115_FarPoints
"1,42","27,28",seq0_no_checks,105-2-115_FarPoints
"1,42","26,76",seq0_no_checks,105-2-115_FarPoints
"1,44","27,93",seq0_no_checks,105-2-115_FarPoints
"1,44","28,44",seq0_no_checks,105-2-115_FarPoints
"2,25","38,81",seq0_no_checks,105-2-115_FarPoints
"2,25","38,69",seq0_no_checks,105-2-115_FarPoints
"1,86","36,00",seq0_no_checks,105-2-115_FarPoints
"1,86","36,05",seq0_no_checks,105-2-115_FarPoints
"1,85","27,69",seq0_no_checks,105-2-115_FarPoints
"1,85","25,87",seq0_no_checks,105-2-115_FarPoints
"0,64","52,25",seq0_no_checks,105-2-115_FarPoints
"0,64","52,08",seq0_no_checks,105-2-115_FarPoints
"0,39","49,98",seq0_no_checks,105-2-115_FarPoints
"0,39","46,61",seq0_no_checks,105-2-115_FarPoints
"0,07","31,19",seq0_no_checks,105-2-115_FarPoints
"0,07","28,63",seq0_no_checks,105-2-115_FarPoints
"1,75","41,55",seq0_no_checks,105-2-115_FarPoints
"1,75","40,44",seq0_no_checks,105-2-115_FarPoints
"0,81","84,25",seq0_no_checks,105-2-115_FarPoints
"0,81","84,06",seq0_no_checks,105-2-115_FarPoints
"0,81","60,54",seq0_no_checks,105-2-115_FarPoints
"0,81","59,62",seq0_no_checks,105-2-115_FarPoints
"1,27","35,63",seq0_no_checks,105-2-115_FarPoints
"1,27","35,48",seq0_no_checks,105-2-115_FarPoints
"0,82","84,47",seq0_no_checks,105-2-115_FarPoints
"0,82","84,64",seq0_no_checks,105-2-115_FarPoints
"1,01","15,21",seq0_no_checks,105-2-115_FarPoints
"1,01","15,35",seq0_no_checks,105-2-115_FarPoints
"0,97","18,70",seq0_no_checks,105-2-115_FarPoints
"0,97","17,68",seq0_no_checks,105-2-115_FarPoints
"0,38","38,18",seq0_no_checks,105-2-115_FarPoints
"0,38","35,93",seq0_no_checks,105-2-115_FarPoints
"1,31","18,53",seq0_no_checks,105-2-115_FarPoints
"1,31","16,85",seq0_no_checks,105-2-115_FarPoints
"1,76","32,63",seq0_no_checks,105-2-115_FarPoints
"1,76","32,23",seq0_no_checks,105-2-115_FarPoints
"1,87","27,42",seq0_no_checks,105-2-115_FarPoints
"1,87","27,05",seq0_no_checks,105-2-115_FarPoints
"1,31","21,95",seq0_no_checks,105-2-115_FarPoints
"1,31","20,94",seq0_no_checks,105-2-115_FarPoints
"1,11","14,56",seq0_no_checks,105-2-115_FarPoints
"1,11","13,65",seq0_no_checks,105-2-115_FarPoints
"1,13","15,20",seq0_no_checks,105-2-115_FarPoints
"1,13","14,66",seq0_no_checks,105-2-115_FarPoints
"1,80","44,78",seq0_no_checks,105-2-115_FarPoints
"1,80","43,98",seq0_no_checks,105-2-115_FarPoints
"0,92","13,98",seq0_no_checks,105-2-115_FarPoints
"0,92","13,48",seq0_no_checks,105-2-115_FarPoints
"0,83","38,11",seq0_no_checks,105-2-115_FarPoints
"0,83","37,92",seq0_no_checks,105-2-115_FarPoints
"0,93","29,88",seq0_no_checks,105-2-115_FarPoints
"0,93","27,54",seq0_no_checks,105-2-115_FarPoints
"1,09","39,48",seq0_no_checks,105-2-115_FarPoints
"1,09","39,41",seq0_no_checks,105-2-115_FarPoints
"1,42","27,04",seq0_no_checks,105-2-115_FarPoints
"1,42","26,56",seq0_no_checks,105-2-115_FarPoints
"1,47","22,94",seq0_no_checks,105-2-115_FarPoints
"1,47","22,55",seq0_no_checks,105-2-115_FarPoints
"0,80","28,39",seq0_no_checks,105-2-115_FarPoints
"0,80","28,38",seq0_no_checks,105-2-115_FarPoints
"1,55","30,09",seq0_no_checks,105-2-115_FarPoints
"1,55","28,72",seq0_no_checks,105-2-115_FarPoints
"1,21","43,92",seq0_no_checks,105-2-115_FarPoints
"1,21","44,43",seq0_no_checks,105-2-115_FarPoints
"1,16","42,37",seq0_no_checks,105-2-115_FarPoints
"1,16","42,46",seq0_no_checks,105-2-115_FarPoints
"1,21","39,26",seq0_no_checks,105-2-115_FarPoints
"1,21","39,80",seq0_no_checks,105-2-115_FarPoints
"1,89","28,44",seq0_no_checks,105-2-115_FarPoints
"1,89","28,61",seq0_no_checks,105-2-115_FarPoints
"1,37","62,90",seq0_no_checks,105-2-115_FarPoints
"1,37","63,99",seq0_no_checks,105-2-115_FarPoints
"1,38","55,32",seq0_no_checks,105-2-115_FarPoints
"1,38","56,16",seq0_no_checks,105-2-115_FarPoints
"1,65","36,91",seq0_no_checks,105-2-115_FarPoints
"1,65","36,92",seq0_no_checks,105-2-115_FarPoints
"1,39","39,51",seq0_no_checks,105-2-115_FarPoints
"1,39","37,57",seq0_no_checks,105-2-115_FarPoints
"1,19","132,63",seq0_no_checks,105-2-115_FarPoints
"1,19","125,60",seq0_no_checks,105-2-115_FarPoints
"1,81","50,65",seq0_no_checks,105-2-115_FarPoints
"1,81","50,31",seq0_no_checks,105-2-115_FarPoints
"0,23","31,38",seq0_no_checks,105-2-115_FarPoints
"0,23","28,92",seq0_no_checks,105-2-115_FarPoints
"0,26","42,97",seq0_no_checks,105-2-115_FarPoints
"0,26","40,37",seq0_no_checks,105-2-115_FarPoints
"0,20","29,99",seq0_no_checks,105-2-115_FarPoints
"0,20","30,47",seq0_no_checks,105-2-115_FarPoints
"0,22","30,57",seq0_no_checks,105-2-115_FarPoints
"0,22","29,76",seq0_no_checks,105-2-115_FarPoints
"0,17","30,76",seq0_no_checks,105-2-115_FarPoints
"0,17","28,59",seq0_no_checks,105-2-115_FarPoints
"0,33","49,98",seq0_no_checks,105-2-115_FarPoints
"0,33","47,42",seq0_no_checks,105-2-115_FarPoints
"0,50","27,26",seq0_no_checks,105-2-115_FarPoints
"0,50","26,61",seq0_no_checks,105-2-115_FarPoints
"0,71","48,52",seq0_no_checks,105-2-115_FarPoints
"0,71","48,74",seq0_no_checks,105-2-115_FarPoints
"1,08","16,52",seq0_no_checks,105-2-115_FarPoints
"1,08","15,54",seq0_no_checks,105-2-115_FarPoints
"0,12","50,06",seq0_no_checks,105-2-115_FarPoints
