{'FarPoints'},,,,,,,,,,,,,,,,,,
Datos,Shape,Gaussian,Rigid,Section,C1 std dev,C2 std dev,Rel. error,Global rotation X,Global rotation Y,Global rotation Z,Global translation X,Global translation Y,Global translation Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%)
,,Mov.(mm)
Depth (mm),Shape,Gaussian,Rigid,,,,,X,Y,Z,X,Y,Z,,,,,
20,Gradual,0,10,10 / 20,"0,82","0,74","1,84e-03","1,00","1,00","1,00","-20,52","9,24","-8,02",,"11,52","12,24",,
20,Gradual,0,10,11 / 20,"0,91","0,81","1,75e-03","1,00","1,00","1,00","-20,57","9,06","-7,97",,"11,52","12,23",,
20,Gradual,0,10,12 / 20,"0,94","0,85","1,72e-03","1,00","1,00","1,00","-20,57","9,01","-7,99",,"11,52","12,23",,
20,Gradual,0,10,13 / 20,"0,90","0,81","1,72e-03","1,00","1,00","1,00","-20,61","8,9","-7,95",,"11,52","12,22",,
20,Gradual,0,10,14 / 20,"0,90","0,81","1,71e-03","1,00","1,00","1,00","-20,66","8,74","-7,9",,"11,52","12,20",,
20,Gradual,0,10,15 / 20,"0,88","0,79","1,71e-03","1,00","1,00","1,00","-20,67","8,7","-7,91",,"11,52","12,20",,
20,Gradual,0,10,16 / 20,"0,88","0,79","1,70e-03","1,00","1,00","1,00","-20,74","8,46","-7,87",,"11,52","12,18",,
20,Gradual,0,10,17 / 20,"0,88","0,79","1,69e-03","1,00","1,00","1,00","-20,76","8,42","-7,84",,"11,52","12,18",,
20,Gradual,0,10,18 / 20,"0,81","0,73","1,73e-03","1,00","1,00","1,00","-20,78","8,37","-7,84",,"11,52","12,17",,
20,Gradual,0,10,19 / 20,"0,83","0,74","1,72e-03","1,00","1,00","1,00","-20,81","8,26","-7,83",,"11,52","12,16",,
20,Gradual,0,10,FINAL,"0,79","0,71","1,74e-03","1,00","1,00","1,00","-20,87","8,14","-7,79","10,53","11,52","12,16","3,53","109,38"
20,Gradual,10,10,INITIAL,"14,86","19,06","2,32e+00","1,00","1,00","1,00","0,0","0,0","0,0","19,45","14,57","16,40",,
20,Gradual,10,10,1 / 20,"0,86","1,08","1,71e-01","1,00","1,00","1,00","-73,27","6,46","-10,27",,"67,44","69,38",,
20,Gradual,10,10,2 / 20,"1,05","1,18","9,70e-02","1,00","1,00","1,00","-73,74","7,62","-8,87",,"68,35","70,08",,
20,Gradual,10,10,3 / 20,"1,06","1,20","8,74e-02","0,99","1,00","0,99","-74,16","7,58","-7,68",,"69,00","70,67",,
20,Gradual,10,10,4 / 20,"1,02","1,10","8,15e-02","0,99","1,00","0,99","-74,26","7,57","-6,73",,"69,40","71,03",,
20,Gradual,10,10,5 / 20,"1,03","1,17","7,69e-02","0,99","1,00","0,99","-74,08","7,5","-5,95",,"69,63","71,25",,
20,Gradual,10,10,6 / 20,"1,01","1,08","7,27e-02","0,99","1,00","0,99","-74,42","7,36","-5,28",,"70,14","71,73",,
20,Gradual,10,10,7 / 20,"0,92","1,04","7,23e-02","0,99","1,00","0,99","-75,09","7,4","-4,72",,"70,65","72,24",,
20,Gradual,10,10,8 / 20,"1,19","1,44","6,86e-02","0,99","1,00","0,99","-75,66","7,55","-4,32",,"71,21","72,78",,
20,Gradual,10,10,9 / 20,"1,05","1,24","7,05e-02","0,99","1,00","0,99","-75,79","7,61","-3,94",,"71,42","72,98",,
20,Gradual,10,10,10 / 20,"0,96","1,15","7,10e-02","0,99","1,00","0,99","-76,77","7,69","-3,66",,"72,09","73,64",,
20,Gradual,10,10,11 / 20,"1,09","1,35","6,97e-02","0,99","1,00","0,99","-77,4","7,96","-3,44",,"72,61","74,15",,
20,Gradual,10,10,12 / 20,"0,93","1,13","7,00e-02","0,99","1,00","0,99","-78,01","7,9","-3,43",,"72,96","74,52",,
20,Gradual,10,10,13 / 20,"1,13","1,42","6,97e-02","0,99","1,00","0,99","-78,34","8,07","-3,58",,"73,16","74,72",,
20,Gradual,10,10,14 / 20,"1,07","1,38","6,94e-02","0,99","1,00","0,99","-78,51","8,01","-3,46",,"73,35","74,91",,
20,Gradual,10,10,15 / 20,"0,93","1,08","7,24e-02","0,99","1,00","0,99","-78,96","8,15","-3,41",,"73,62","75,17",,
20,Gradual,10,10,16 / 20,"0,96","1,09","7,13e-02","0,99","1,00","0,99","-79,12","8,1","-3,33",,"73,82","75,37",,
20,Gradual,10,10,17 / 20,"0,99","1,19","7,10e-02","0,99","1,00","0,99","-79,66","8,23","-3,44",,"74,14","75,69",,
20,Gradual,10,10,18 / 20,"1,01","1,22","7,19e-02","0,99","1,00","0,99","-80,19","8,43","-3,21",,"74,63","76,17",,
20,Gradual,10,10,19 / 20,"1,07","1,27","7,00e-02","0,99","1,00","0,99","-80,47","8,51","-3,27",,"74,85","76,39",,
20,Gradual,10,10,FINAL,"1,10","1,38","7,05e-02","0,99","1,00","0,99","-80,88","8,57","-3,39","19,45","75,04","76,58","-415,10","385,91"
