parallax,Av. error (mm),Info
"1,26","24,62",seq5_no_checks
"1,26","25,97",seq5_no_checks
"1,28","24,42",seq5_no_checks
"1,28","25,67",seq5_no_checks
"2,78","15,92",seq5_no_checks
"2,78","14,56",seq5_no_checks
"2,79","14,47",seq5_no_checks
"2,79","14,82",seq5_no_checks
"3,22","56,69",seq5_no_checks
"3,22","56,90",seq5_no_checks
"1,55","3,26",seq5_no_checks
"1,55","3,75",seq5_no_checks
"3,61","21,13",seq5_no_checks
"3,61","20,44",seq5_no_checks
"2,14","39,86",seq5_no_checks
"2,14","36,58",seq5_no_checks
"2,48","56,03",seq5_no_checks
"2,48","55,87",seq5_no_checks
"1,86","64,50",seq5_no_checks
"1,86","60,61",seq5_no_checks
"2,17","75,32",seq5_no_checks
"2,17","72,46",seq5_no_checks
"3,50","55,78",seq5_no_checks
"3,50","59,89",seq5_no_checks
"3,39","20,06",seq5_no_checks
"3,39","19,62",seq5_no_checks
"3,03","16,53",seq5_no_checks
"3,03","15,53",seq5_no_checks
"3,29","60,07",seq5_no_checks
"3,29","58,26",seq5_no_checks
"3,20","59,79",seq5_no_checks
"3,20","61,60",seq5_no_checks
"3,30","60,20",seq5_no_checks
"3,30","58,43",seq5_no_checks
"2,97","63,54",seq5_no_checks
"2,97","62,44",seq5_no_checks
"2,97","72,87",seq5_no_checks
"2,97","70,62",seq5_no_checks
"3,19","60,41",seq5_no_checks
"3,19","61,45",seq5_no_checks
"3,58","39,04",seq5_no_checks
"3,58","41,23",seq5_no_checks
"3,60","50,70",seq5_no_checks
"3,60","49,79",seq5_no_checks
"1,46","25,09",seq5_no_checks
"1,46","25,66",seq5_no_checks
"1,40","27,66",seq5_no_checks
"1,40","28,39",seq5_no_checks
"1,73","20,84",seq5_no_checks
"1,73","21,06",seq5_no_checks
"0,97","42,31",seq5_no_checks
"0,97","43,28",seq5_no_checks
"1,74","22,95",seq5_no_checks
"1,74","22,45",seq5_no_checks
"1,91","17,21",seq5_no_checks
"1,91","17,44",seq5_no_checks
"1,32","13,05",seq5_no_checks
"1,32","12,29",seq5_no_checks
"1,71","2,02",seq5_no_checks
"1,71","1,74",seq5_no_checks
"1,64","11,31",seq5_no_checks
"1,64","11,56",seq5_no_checks
"2,32","12,93",seq5_no_checks
"2,32","11,32",seq5_no_checks
"0,97","37,78",seq5_no_checks
"0,97","40,11",seq5_no_checks
"1,28","15,78",seq5_no_checks
"1,28","17,88",seq5_no_checks
"1,92","9,74",seq5_no_checks
"1,92","11,09",seq5_no_checks
"1,66","17,44",seq5_no_checks
"1,66","18,56",seq5_no_checks
"1,84","12,06",seq5_no_checks
"1,84","13,28",seq5_no_checks
"1,74","10,15",seq5_no_checks
"1,74","11,70",seq5_no_checks
"1,69","9,13",seq5_no_checks
"1,69","10,76",seq5_no_checks
"2,28","55,93",seq5_no_checks
"2,28","48,79",seq5_no_checks
"2,65","53,91",seq5_no_checks
"2,65","51,11",seq5_no_checks
"1,43","43,43",seq5_no_checks
"1,43","36,79",seq5_no_checks
"0,54","66,13",seq5_no_checks
"0,54","65,71",seq5_no_checks
"1,74","10,67",seq5_no_checks
"1,74","12,18",seq5_no_checks
"2,53","15,30",seq5_no_checks
"2,53","14,82",seq5_no_checks
"1,90","7,72",seq5_no_checks
"1,90","5,40",seq5_no_checks
"1,59","13,38",seq5_no_checks
"1,59","13,63",seq5_no_checks
"3,06","63,72",seq5_no_checks
"3,06","60,60",seq5_no_checks
"3,26","56,48",seq5_no_checks
"3,26","57,52",seq5_no_checks
"3,30","59,86",seq5_no_checks
"3,30","62,64",seq5_no_checks
"3,22","20,42",seq5_no_checks
"3,22","20,74",seq5_no_checks
"3,15","16,95",seq5_no_checks
"3,15","15,99",seq5_no_checks
"3,31","61,78",seq5_no_checks
"3,31","65,97",seq5_no_checks
"3,36","62,09",seq5_no_checks
"3,36","62,76",seq5_no_checks
"1,39","35,21",seq5_no_checks
"1,39","30,88",seq5_no_checks
"0,66","7,49",seq5_no_checks
"0,66","0,52",seq5_no_checks
"3,27","70,16",seq5_no_checks
"3,27","69,84",seq5_no_checks
"3,59","47,72",seq5_no_checks
"3,59","49,57",seq5_no_checks
"1,01","33,67",seq5_no_checks
"1,01","25,19",seq5_no_checks
