parallax,Av. error (mm),Info
"3,50","20,26",seq4_no_checks
"3,50","20,96",seq4_no_checks
"1,94","2,74",seq4_no_checks
"1,94","1,81",seq4_no_checks
"1,94","2,59",seq4_no_checks
"1,94","1,69",seq4_no_checks
"3,45","15,54",seq4_no_checks
"3,45","16,11",seq4_no_checks
"1,22","34,51",seq4_no_checks
"1,22","33,80",seq4_no_checks
"1,53","42,51",seq4_no_checks
"1,53","35,53",seq4_no_checks
"1,00","37,62",seq4_no_checks
"1,00","37,22",seq4_no_checks
"2,22","39,50",seq4_no_checks
"2,22","39,15",seq4_no_checks
"2,22","39,34",seq4_no_checks
"2,22","39,06",seq4_no_checks
"1,53","27,67",seq4_no_checks
"1,53","27,70",seq4_no_checks
"1,06","25,29",seq4_no_checks
"1,06","19,19",seq4_no_checks
"2,04","3,04",seq4_no_checks
"2,04","2,47",seq4_no_checks
"3,06","14,77",seq4_no_checks
"3,06","14,87",seq4_no_checks
"2,74","11,29",seq4_no_checks
"2,74","11,19",seq4_no_checks
"1,52","27,18",seq4_no_checks
"1,52","27,84",seq4_no_checks
"1,48","28,80",seq4_no_checks
"1,48","29,48",seq4_no_checks
"1,70","64,90",seq4_no_checks
"1,70","58,04",seq4_no_checks
"3,23","16,21",seq4_no_checks
"3,23","16,37",seq4_no_checks
"1,78","0,50",seq4_no_checks
"1,78","1,10",seq4_no_checks
"2,89","11,59",seq4_no_checks
"2,89","11,51",seq4_no_checks
"2,77","58,45",seq4_no_checks
"2,77","58,35",seq4_no_checks
"2,83","58,75",seq4_no_checks
"2,83","58,86",seq4_no_checks
"2,03","84,26",seq4_no_checks
"2,03","80,20",seq4_no_checks
"2,02","84,02",seq4_no_checks
"2,02","80,04",seq4_no_checks
"2,80","10,68",seq4_no_checks
"2,80","10,19",seq4_no_checks
"3,43","14,12",seq4_no_checks
"3,43","14,68",seq4_no_checks
"3,51","14,79",seq4_no_checks
"3,51","15,42",seq4_no_checks
"2,01","3,74",seq4_no_checks
"2,01","2,91",seq4_no_checks
"1,60","38,53",seq4_no_checks
"1,60","35,34",seq4_no_checks
"1,33","33,94",seq4_no_checks
"1,33","30,79",seq4_no_checks
"2,78","11,48",seq4_no_checks
"2,78","11,41",seq4_no_checks
"2,66","10,30",seq4_no_checks
"2,66","10,22",seq4_no_checks
"1,23","35,53",seq4_no_checks
"1,23","35,52",seq4_no_checks
"1,15","40,28",seq4_no_checks
"1,15","40,27",seq4_no_checks
"0,92","18,86",seq4_no_checks
"0,92","13,78",seq4_no_checks
"2,04","8,78",seq4_no_checks
"2,04","7,87",seq4_no_checks
"0,89","51,50",seq4_no_checks
"0,89","51,09",seq4_no_checks
"3,21","35,91",seq4_no_checks
"3,21","36,67",seq4_no_checks
"2,81","10,73",seq4_no_checks
"2,81","10,28",seq4_no_checks
"3,06","14,67",seq4_no_checks
"3,06","14,87",seq4_no_checks
"2,87","12,94",seq4_no_checks
"2,87","12,59",seq4_no_checks
"2,92","13,45",seq4_no_checks
"2,92","13,19",seq4_no_checks
"2,28","50,80",seq4_no_checks
"2,28","50,75",seq4_no_checks
"2,10","49,14",seq4_no_checks
"2,10","48,71",seq4_no_checks
"1,76","56,15",seq4_no_checks
"1,76","53,47",seq4_no_checks
"1,86","57,15",seq4_no_checks
"1,86","54,49",seq4_no_checks
"3,47","15,39",seq4_no_checks
"3,47","16,03",seq4_no_checks
"1,92","67,14",seq4_no_checks
"1,92","63,89",seq4_no_checks
"2,90","11,90",seq4_no_checks
"2,90","11,87",seq4_no_checks
"2,95","12,30",seq4_no_checks
"2,95","12,36",seq4_no_checks
"1,51","28,25",seq4_no_checks
"1,51","28,21",seq4_no_checks
"2,84","58,85",seq4_no_checks
"2,84","58,89",seq4_no_checks
"1,25","34,71",seq4_no_checks
"1,25","34,79",seq4_no_checks
"1,50","27,23",seq4_no_checks
"1,50","27,43",seq4_no_checks
"1,57","24,47",seq4_no_checks
"1,57","24,64",seq4_no_checks
"2,47","8,54",seq4_no_checks
"2,47","8,42",seq4_no_checks
"2,69","10,22",seq4_no_checks
"2,69","10,07",seq4_no_checks
"2,66","10,62",seq4_no_checks
"2,66","10,46",seq4_no_checks
"3,46","17,39",seq4_no_checks
"3,46","18,04",seq4_no_checks
"3,36","14,73",seq4_no_checks
"3,36","15,31",seq4_no_checks
"2,24","49,39",seq4_no_checks
"2,24","45,98",seq4_no_checks
"3,13","35,69",seq4_no_checks
"3,13","38,53",seq4_no_checks
"3,13","35,67",seq4_no_checks
"3,13","35,99",seq4_no_checks
"1,86","1,59",seq4_no_checks
"1,86","0,88",seq4_no_checks
"2,11","5,55",seq4_no_checks
"2,11","3,40",seq4_no_checks
"1,43","9,14",seq4_no_checks
"1,43","10,10",seq4_no_checks
"1,49","7,29",seq4_no_checks
"1,49","8,41",seq4_no_checks
"1,68","39,13",seq4_no_checks
"1,68","37,02",seq4_no_checks
"1,68","39,22",seq4_no_checks
"1,68","37,03",seq4_no_checks
"1,95","4,67",seq4_no_checks
"1,95","3,53",seq4_no_checks
"1,76","0,48",seq4_no_checks
"1,76","2,45",seq4_no_checks
"1,44","16,03",seq4_no_checks
"1,44","16,71",seq4_no_checks
"1,40","39,65",seq4_no_checks
"1,40","32,90",seq4_no_checks
"1,62","71,89",seq4_no_checks
"1,62","67,20",seq4_no_checks
"0,86","52,73",seq4_no_checks
"0,86","52,26",seq4_no_checks
"0,74","60,70",seq4_no_checks
"0,74","61,77",seq4_no_checks
"0,92","40,37",seq4_no_checks
"0,92","41,42",seq4_no_checks
"1,16","39,58",seq4_no_checks
"1,16","39,55",seq4_no_checks
"1,57","26,85",seq4_no_checks
"1,57","27,34",seq4_no_checks
"1,57","26,72",seq4_no_checks
"1,57","26,06",seq4_no_checks
"0,97","48,38",seq4_no_checks
"0,97","48,10",seq4_no_checks
"1,21","33,68",seq4_no_checks
"1,21","35,05",seq4_no_checks
"1,17","24,84",seq4_no_checks
"1,17","20,67",seq4_no_checks
"1,17","24,95",seq4_no_checks
"1,17","20,83",seq4_no_checks
"3,25","14,83",seq4_no_checks
"3,25","15,23",seq4_no_checks
"3,51","16,35",seq4_no_checks
"3,51","15,41",seq4_no_checks
"3,46","15,90",seq4_no_checks
"3,46","16,64",seq4_no_checks
"1,46","29,32",seq4_no_checks
"1,46","28,75",seq4_no_checks
"2,10","48,38",seq4_no_checks
"2,10","48,00",seq4_no_checks
"2,97","13,98",seq4_no_checks
"2,97","13,72",seq4_no_checks
"2,92","13,49",seq4_no_checks
"2,92","13,23",seq4_no_checks
"2,88","13,06",seq4_no_checks
"2,88","12,74",seq4_no_checks
"2,95","52,26",seq4_no_checks
"2,95","52,30",seq4_no_checks
"2,94","52,21",seq4_no_checks
"2,94","52,24",seq4_no_checks
"3,53","23,30",seq4_no_checks
"3,53","24,28",seq4_no_checks
"2,97","12,44",seq4_no_checks
"2,97","12,40",seq4_no_checks
"2,96","12,29",seq4_no_checks
"2,96","12,37",seq4_no_checks
"1,16","24,45",seq4_no_checks
"1,16","20,48",seq4_no_checks
"3,29","33,78",seq4_no_checks
"3,29","34,91",seq4_no_checks
"2,66","10,96",seq4_no_checks
"2,66","10,76",seq4_no_checks
"1,44","61,95",seq4_no_checks
"1,44","55,13",seq4_no_checks
"3,23","16,20",seq4_no_checks
"3,23","16,46",seq4_no_checks
"3,29","16,72",seq4_no_checks
"3,29","16,99",seq4_no_checks
"2,08","37,35",seq4_no_checks
"2,08","37,05",seq4_no_checks
"2,09","37,19",seq4_no_checks
"2,09","36,97",seq4_no_checks
"2,09","37,27",seq4_no_checks
"2,09","37,01",seq4_no_checks
"3,43","15,12",seq4_no_checks
"3,43","15,70",seq4_no_checks
"2,47","10,54",seq4_no_checks
"2,47","8,73",seq4_no_checks
"2,06","8,59",seq4_no_checks
"2,06","7,85",seq4_no_checks
"1,39","19,85",seq4_no_checks
"1,39","20,36",seq4_no_checks
"1,42","18,42",seq4_no_checks
"1,42","17,65",seq4_no_checks
"1,54","25,78",seq4_no_checks
"1,54","25,99",seq4_no_checks
"2,48","9,08",seq4_no_checks
"2,48","8,80",seq4_no_checks
"1,96","55,67",seq4_no_checks
"1,96","54,35",seq4_no_checks
"1,57","27,31",seq4_no_checks
"1,57","26,81",seq4_no_checks
"1,53","28,86",seq4_no_checks
"1,53","28,37",seq4_no_checks
"2,13","49,60",seq4_no_checks
"2,13","49,25",seq4_no_checks
"1,23","35,27",seq4_no_checks
"1,23","36,60",seq4_no_checks
"1,34","10,19",seq4_no_checks
"1,34","11,14",seq4_no_checks
"2,86","37,00",seq4_no_checks
"2,86","38,30",seq4_no_checks
"2,93","34,41",seq4_no_checks
"2,93","36,63",seq4_no_checks
"2,96","34,75",seq4_no_checks
"2,96","36,71",seq4_no_checks
"3,36","14,77",seq4_no_checks
"3,36","15,19",seq4_no_checks
"2,90","13,27",seq4_no_checks
"2,90","12,90",seq4_no_checks
"2,94","13,67",seq4_no_checks
"2,94","13,39",seq4_no_checks
"2,77","12,23",seq4_no_checks
"2,77","12,19",seq4_no_checks
"2,96","12,41",seq4_no_checks
"2,96","12,49",seq4_no_checks
"3,05","12,12",seq4_no_checks
"3,05","12,08",seq4_no_checks
"2,94","12,15",seq4_no_checks
"2,94","11,97",seq4_no_checks
"3,00","12,58",seq4_no_checks
"3,00","12,62",seq4_no_checks
"2,57","10,16",seq4_no_checks
"2,57","9,89",seq4_no_checks
"2,28","56,81",seq4_no_checks
"2,28","56,99",seq4_no_checks
"3,45","17,35",seq4_no_checks
"3,45","18,02",seq4_no_checks
"1,34","27,30",seq4_no_checks
"1,34","26,53",seq4_no_checks
"1,93","2,41",seq4_no_checks
"1,93","1,65",seq4_no_checks
"2,26","15,79",seq4_no_checks
"2,26","12,10",seq4_no_checks
"0,94","21,94",seq4_no_checks
"0,94","12,04",seq4_no_checks
"1,71","23,84",seq4_no_checks
"1,71","24,53",seq4_no_checks
"1,73","24,33",seq4_no_checks
"1,73","23,77",seq4_no_checks
"0,89","53,22",seq4_no_checks
"0,89","54,30",seq4_no_checks
"0,86","56,97",seq4_no_checks
"0,86","56,75",seq4_no_checks
"1,26","33,77",seq4_no_checks
"1,26","33,82",seq4_no_checks
"3,44","13,06",seq4_no_checks
"3,44","13,50",seq4_no_checks
"3,42","15,32",seq4_no_checks
"3,42","14,29",seq4_no_checks
"2,14","53,67",seq4_no_checks
"2,14","49,93",seq4_no_checks
"2,66","11,09",seq4_no_checks
"2,66","10,90",seq4_no_checks
"2,45","8,46",seq4_no_checks
"2,45","8,04",seq4_no_checks
"2,71","9,50",seq4_no_checks
"2,71","9,00",seq4_no_checks
"2,76","11,81",seq4_no_checks
"2,76","11,28",seq4_no_checks
"2,87","11,31",seq4_no_checks
"2,87","11,00",seq4_no_checks
"3,40","15,02",seq4_no_checks
"3,40","15,54",seq4_no_checks
"3,57","20,55",seq4_no_checks
"3,57","21,33",seq4_no_checks
"0,62","73,32",seq4_no_checks
"0,62","74,18",seq4_no_checks
"2,08","37,51",seq4_no_checks
"2,08","37,15",seq4_no_checks
"1,35","37,34",seq4_no_checks
"1,35","31,19",seq4_no_checks
"3,42","16,97",seq4_no_checks
"3,42","17,60",seq4_no_checks
"1,73","24,06",seq4_no_checks
"1,73","23,37",seq4_no_checks
"3,38","14,02",seq4_no_checks
"3,38","14,30",seq4_no_checks
"2,89","11,65",seq4_no_checks
"2,89","11,60",seq4_no_checks
"1,56","24,79",seq4_no_checks
"1,56","24,90",seq4_no_checks
"2,25","49,74",seq4_no_checks
"2,25","49,84",seq4_no_checks
"2,29","50,14",seq4_no_checks
"2,29","50,46",seq4_no_checks
"3,41","15,08",seq4_no_checks
"3,41","15,66",seq4_no_checks
"3,42","15,06",seq4_no_checks
"3,42","15,67",seq4_no_checks
"3,43","15,30",seq4_no_checks
"3,43","15,96",seq4_no_checks
"1,14","40,51",seq4_no_checks
"1,14","40,55",seq4_no_checks
"1,13","40,92",seq4_no_checks
"1,13","40,80",seq4_no_checks
"2,03","3,66",seq4_no_checks
"2,03","2,75",seq4_no_checks
"1,96","2,89",seq4_no_checks
"1,96","0,77",seq4_no_checks
"1,68","39,04",seq4_no_checks
"1,68","37,00",seq4_no_checks
"0,83","55,81",seq4_no_checks
"0,83","55,32",seq4_no_checks
"1,69","24,34",seq4_no_checks
"1,69","24,02",seq4_no_checks
"1,70","24,03",seq4_no_checks
"1,70","23,70",seq4_no_checks
"1,64","26,27",seq4_no_checks
"1,64","25,94",seq4_no_checks
"3,38","14,77",seq4_no_checks
"3,38","15,21",seq4_no_checks
"3,42","17,91",seq4_no_checks
"3,42","16,66",seq4_no_checks
"3,13","11,49",seq4_no_checks
"3,13","11,45",seq4_no_checks
"3,47","13,54",seq4_no_checks
"3,47","14,17",seq4_no_checks
"3,18","12,63",seq4_no_checks
"3,18","12,88",seq4_no_checks
"3,12","12,03",seq4_no_checks
"3,12","12,30",seq4_no_checks
"2,69","32,43",seq4_no_checks
"2,69","31,19",seq4_no_checks
"2,89","13,02",seq4_no_checks
"2,89","13,10",seq4_no_checks
"2,63","44,02",seq4_no_checks
"2,63","42,71",seq4_no_checks
"2,66","40,98",seq4_no_checks
"2,66","42,80",seq4_no_checks
"3,50","16,13",seq4_no_checks
"3,50","16,81",seq4_no_checks
"1,53","27,65",seq4_no_checks
"1,53","27,64",seq4_no_checks
"0,88","52,62",seq4_no_checks
"0,88","52,21",seq4_no_checks
"0,87","54,66",seq4_no_checks
"0,87","54,33",seq4_no_checks
"2,86","12,86",seq4_no_checks
"2,86","12,47",seq4_no_checks
"2,79","10,63",seq4_no_checks
"2,79","10,12",seq4_no_checks
"2,75","9,98",seq4_no_checks
"2,75","9,53",seq4_no_checks
"2,88","11,49",seq4_no_checks
"2,88","11,42",seq4_no_checks
"2,09","47,95",seq4_no_checks
"2,09","47,63",seq4_no_checks
"1,77","0,46",seq4_no_checks
"1,77","0,96",seq4_no_checks
"2,04","3,61",seq4_no_checks
"2,04","4,27",seq4_no_checks
"0,70","32,38",seq4_no_checks
"0,70","37,43",seq4_no_checks
"1,88","10,65",seq4_no_checks
"1,88","7,27",seq4_no_checks
"0,71","47,38",seq4_no_checks
"0,71","49,41",seq4_no_checks
"2,02","83,78",seq4_no_checks
"2,02","79,88",seq4_no_checks
"1,87","57,65",seq4_no_checks
"1,87","54,82",seq4_no_checks
"2,85","11,24",seq4_no_checks
"2,85","10,86",seq4_no_checks
"3,50","23,14",seq4_no_checks
"3,50","24,07",seq4_no_checks
"1,40","32,66",seq4_no_checks
"1,40","32,18",seq4_no_checks
"2,13","48,96",seq4_no_checks
"2,13","48,73",seq4_no_checks
"2,20","55,29",seq4_no_checks
"2,20","54,29",seq4_no_checks
"1,72","38,06",seq4_no_checks
"1,72","35,93",seq4_no_checks
"1,84","72,71",seq4_no_checks
"1,84","68,67",seq4_no_checks
"2,25","68,20",seq4_no_checks
"2,25","65,63",seq4_no_checks
"2,10","75,99",seq4_no_checks
"2,10","72,76",seq4_no_checks
"2,95","52,31",seq4_no_checks
"2,95","52,34",seq4_no_checks
"2,95","52,29",seq4_no_checks
"2,95","52,30",seq4_no_checks
"2,89","13,17",seq4_no_checks
"2,89","12,79",seq4_no_checks
"2,83","10,89",seq4_no_checks
"2,83","10,54",seq4_no_checks
"2,83","9,56",seq4_no_checks
"2,83","9,26",seq4_no_checks
"2,72","8,11",seq4_no_checks
"2,72","9,22",seq4_no_checks
"3,14","13,05",seq4_no_checks
"3,14","13,07",seq4_no_checks
"2,91","10,41",seq4_no_checks
"2,91","10,24",seq4_no_checks
"3,23","12,98",seq4_no_checks
"3,23","13,36",seq4_no_checks
"2,46","7,96",seq4_no_checks
"2,46","7,59",seq4_no_checks
"2,48","8,66",seq4_no_checks
"2,48","8,38",seq4_no_checks
"2,16","4,21",seq4_no_checks
"2,16","3,61",seq4_no_checks
"2,78","10,86",seq4_no_checks
"2,78","10,85",seq4_no_checks
"2,33","51,60",seq4_no_checks
"2,33","52,74",seq4_no_checks
"2,62","40,79",seq4_no_checks
"2,62","42,31",seq4_no_checks
"2,25","49,26",seq4_no_checks
"2,25","46,06",seq4_no_checks
"2,29","45,46",seq4_no_checks
"2,29","43,14",seq4_no_checks
"2,26","45,78",seq4_no_checks
"2,26","46,18",seq4_no_checks
"2,31","51,62",seq4_no_checks
"2,31","52,34",seq4_no_checks
"2,30","50,93",seq4_no_checks
"2,30","51,63",seq4_no_checks
"2,17","55,42",seq4_no_checks
"2,17","55,46",seq4_no_checks
"2,21","55,38",seq4_no_checks
"2,21","52,66",seq4_no_checks
"3,45","15,67",seq4_no_checks
"3,45","16,36",seq4_no_checks
"3,39","19,45",seq4_no_checks
"3,39","19,83",seq4_no_checks
"3,38","12,62",seq4_no_checks
"3,38","13,06",seq4_no_checks
"3,41","14,97",seq4_no_checks
"3,41","15,55",seq4_no_checks
"3,26","36,23",seq4_no_checks
"3,26","37,06",seq4_no_checks
"2,93","34,39",seq4_no_checks
"2,93","36,65",seq4_no_checks
"1,16","15,57",seq4_no_checks
"1,16","17,07",seq4_no_checks
"1,67","58,87",seq4_no_checks
"1,67","57,89",seq4_no_checks
"1,36","37,90",seq4_no_checks
"1,36","34,44",seq4_no_checks
"1,61","41,80",seq4_no_checks
"1,61","35,59",seq4_no_checks
"1,09","40,49",seq4_no_checks
"1,09","40,26",seq4_no_checks
"1,20","37,31",seq4_no_checks
"1,20","38,61",seq4_no_checks
"0,99","47,98",seq4_no_checks
"0,99","47,73",seq4_no_checks
"0,87","54,98",seq4_no_checks
"0,87","54,86",seq4_no_checks
"1,28","35,69",seq4_no_checks
"1,28","35,65",seq4_no_checks
"1,36","28,77",seq4_no_checks
"1,36","29,18",seq4_no_checks
"1,50","27,91",seq4_no_checks
"1,50","28,55",seq4_no_checks
"1,35","32,63",seq4_no_checks
"1,35","32,19",seq4_no_checks
"1,71","25,13",seq4_no_checks
"1,71","24,58",seq4_no_checks
"1,60","26,27",seq4_no_checks
"1,60","26,06",seq4_no_checks
"1,69","24,47",seq4_no_checks
"1,69","24,10",seq4_no_checks
"1,65","26,03",seq4_no_checks
"1,65","25,70",seq4_no_checks
"1,45","28,98",seq4_no_checks
"1,45","28,81",seq4_no_checks
"1,51","17,97",seq4_no_checks
"1,51","18,44",seq4_no_checks
"1,69","2,41",seq4_no_checks
"1,69","3,40",seq4_no_checks
"1,50","7,12",seq4_no_checks
"1,50","8,15",seq4_no_checks
"1,80","0,44",seq4_no_checks
"1,80","0,85",seq4_no_checks
"1,67","39,50",seq4_no_checks
"1,67","37,12",seq4_no_checks
"0,85","16,37",seq4_no_checks
"0,85","6,18",seq4_no_checks
"0,92","27,98",seq4_no_checks
"0,92","20,28",seq4_no_checks
"0,86","33,43",seq4_no_checks
"0,86","34,91",seq4_no_checks
"0,78","11,21",seq4_no_checks
"0,78","1,15",seq4_no_checks
"1,19","18,75",seq4_no_checks
"1,19","20,08",seq4_no_checks
"1,43","8,56",seq4_no_checks
"1,43","11,01",seq4_no_checks
"1,46","25,43",seq4_no_checks
"1,46","24,54",seq4_no_checks
"0,69","66,69",seq4_no_checks
"0,69","66,46",seq4_no_checks
"0,65","70,85",seq4_no_checks
"0,65","71,11",seq4_no_checks
"0,84","49,03",seq4_no_checks
"0,84","49,94",seq4_no_checks
"1,09","41,88",seq4_no_checks
"1,09","42,79",seq4_no_checks
"0,89","4,84",seq4_no_checks
"0,89","0,73",seq4_no_checks
"3,09","35,29",seq4_no_checks
"3,09","35,38",seq4_no_checks
"2,95","34,43",seq4_no_checks
"2,95","36,58",seq4_no_checks
"2,93","52,73",seq4_no_checks
"2,93","56,10",seq4_no_checks
"2,96","52,69",seq4_no_checks
"2,96","52,65",seq4_no_checks
"2,55","47,92",seq4_no_checks
"2,55","49,62",seq4_no_checks
"2,56","48,10",seq4_no_checks
"2,56","49,92",seq4_no_checks
"2,76","61,07",seq4_no_checks
"2,76","64,02",seq4_no_checks
"2,72","63,94",seq4_no_checks
"2,72","63,05",seq4_no_checks
"2,38","56,10",seq4_no_checks
"2,38","58,45",seq4_no_checks
"3,00","12,51",seq4_no_checks
"3,00","12,48",seq4_no_checks
"2,69","32,37",seq4_no_checks
"2,69","31,12",seq4_no_checks
"2,80","30,64",seq4_no_checks
"2,80","32,16",seq4_no_checks
"3,08","39,95",seq4_no_checks
"3,08","41,23",seq4_no_checks
"0,69","18,65",seq4_no_checks
"0,69","23,97",seq4_no_checks
"1,68","88,98",seq4_no_checks
"1,68","80,14",seq4_no_checks
"1,04","41,88",seq4_no_checks
"1,04","42,17",seq4_no_checks
"1,65","1,48",seq4_no_checks
"1,65","2,87",seq4_no_checks
"2,95","18,75",seq5_no_checks
"2,95","18,64",seq5_no_checks
"1,22","38,96",seq5_no_checks
"1,22","31,67",seq5_no_checks
"2,18","40,81",seq5_no_checks
"2,18","37,46",seq5_no_checks
"2,16","40,42",seq5_no_checks
"2,16","37,09",seq5_no_checks
"3,67","19,61",seq5_no_checks
"3,67","19,39",seq5_no_checks
"3,02","16,50",seq5_no_checks
"3,02","15,42",seq5_no_checks
"2,97","16,04",seq5_no_checks
"2,97","14,87",seq5_no_checks
"3,34","18,05",seq5_no_checks
"3,34","17,55",seq5_no_checks
"3,30","17,78",seq5_no_checks
"3,30","17,21",seq5_no_checks
"2,90","45,45",seq5_no_checks
"2,90","44,67",seq5_no_checks
"1,61","2,45",seq5_no_checks
"1,61","2,85",seq5_no_checks
"1,60","24,60",seq5_no_checks
"1,60","24,32",seq5_no_checks
"1,32","24,20",seq5_no_checks
"1,32","24,94",seq5_no_checks
"1,21","29,57",seq5_no_checks
"1,21","30,17",seq5_no_checks
"3,44","59,57",seq5_no_checks
"3,44","59,39",seq5_no_checks
"0,94","22,19",seq5_no_checks
"0,94","24,47",seq5_no_checks
"1,06","10,12",seq5_no_checks
"1,06","12,67",seq5_no_checks
"1,06","9,92",seq5_no_checks
"1,06","12,40",seq5_no_checks
"1,32","21,93",seq5_no_checks
"1,32","23,42",seq5_no_checks
"1,71","17,40",seq5_no_checks
"1,71","18,47",seq5_no_checks
"1,51","4,87",seq5_no_checks
"1,51","5,20",seq5_no_checks
"1,09","29,38",seq5_no_checks
"1,09","31,89",seq5_no_checks
"0,91","17,99",seq5_no_checks
"0,91","20,31",seq5_no_checks
"1,08","9,54",seq5_no_checks
"1,08","11,84",seq5_no_checks
"1,63","64,69",seq5_no_checks
"1,63","59,50",seq5_no_checks
"1,20","29,34",seq5_no_checks
"1,20","29,99",seq5_no_checks
"1,23","27,43",seq5_no_checks
"1,23","28,27",seq5_no_checks
"1,18","35,53",seq5_no_checks
"1,18","32,17",seq5_no_checks
"3,50","20,17",seq5_no_checks
"3,50","20,04",seq5_no_checks
"3,49","18,35",seq5_no_checks
"3,49","20,00",seq5_no_checks
"1,78","18,94",seq5_no_checks
"1,78","19,02",seq5_no_checks
"1,30","25,74",seq5_no_checks
"1,30","26,61",seq5_no_checks
"3,11","56,30",seq5_no_checks
"3,11","56,33",seq5_no_checks
"1,40","24,20",seq5_no_checks
"1,40","24,98",seq5_no_checks
"3,55","18,94",seq5_no_checks
"3,55","20,03",seq5_no_checks
"2,25","11,60",seq5_no_checks
"2,25","10,14",seq5_no_checks
"1,96","9,15",seq5_no_checks
"1,96","5,77",seq5_no_checks
"1,68","54,61",seq5_no_checks
"1,68","52,47",seq5_no_checks
"1,47","18,32",seq5_no_checks
"1,47","19,62",seq5_no_checks
"2,81","18,97",seq5_no_checks
"2,81","17,15",seq5_no_checks
"2,90","19,91",seq5_no_checks
"2,90","18,05",seq5_no_checks
"1,39","39,29",seq5_no_checks
"1,39","37,08",seq5_no_checks
"1,75","20,86",seq5_no_checks
"1,75","20,21",seq5_no_checks
"1,73","20,84",seq5_no_checks
"1,73","21,22",seq5_no_checks
"3,37","62,31",seq5_no_checks
"3,37","62,52",seq5_no_checks
"3,11","59,94",seq5_no_checks
"3,11","56,36",seq5_no_checks
"3,13","60,19",seq5_no_checks
"3,13","60,14",seq5_no_checks
"2,91","63,04",seq5_no_checks
"2,91","62,57",seq5_no_checks
"2,64","14,24",seq5_no_checks
"2,64","13,06",seq5_no_checks
"3,66","19,54",seq5_no_checks
"3,66","19,28",seq5_no_checks
"1,55","23,38",seq5_no_checks
"1,55","23,78",seq5_no_checks
"1,49","52,91",seq5_no_checks
"1,49","42,55",seq5_no_checks
"1,23","39,00",seq5_no_checks
"1,23","31,78",seq5_no_checks
"1,25","39,38",seq5_no_checks
"1,25","32,58",seq5_no_checks
"2,80","41,07",seq5_no_checks
"2,80","41,37",seq5_no_checks
"2,45","56,73",seq5_no_checks
"2,45","56,16",seq5_no_checks
"3,64","42,37",seq5_no_checks
"3,64","41,20",seq5_no_checks
"3,56","41,84",seq5_no_checks
"3,56","43,56",seq5_no_checks
"2,59","14,92",seq5_no_checks
"2,59","13,82",seq5_no_checks
"1,64","20,37",seq5_no_checks
"1,64","21,10",seq5_no_checks
"2,28","8,34",seq5_no_checks
"2,28","8,21",seq5_no_checks
"1,80","13,10",seq5_no_checks
"1,80","14,33",seq5_no_checks
"0,89","40,37",seq5_no_checks
"0,89","41,31",seq5_no_checks
"0,85","43,28",seq5_no_checks
"0,85","43,95",seq5_no_checks
"2,15","51,30",seq5_no_checks
"2,15","47,61",seq5_no_checks
"1,67","3,96",seq5_no_checks
"1,67","2,04",seq5_no_checks
"1,86","11,57",seq5_no_checks
"1,86","12,86",seq5_no_checks
"1,92","9,85",seq5_no_checks
"1,92","11,23",seq5_no_checks
"1,40","23,57",seq5_no_checks
"1,40","24,72",seq5_no_checks
"1,63","37,53",seq5_no_checks
"1,63","33,44",seq5_no_checks
"1,48","39,63",seq5_no_checks
"1,48","37,66",seq5_no_checks
"1,44","41,41",seq5_no_checks
"1,44","38,34",seq5_no_checks
"2,08","9,82",seq5_no_checks
"2,08","8,08",seq5_no_checks
"2,10","10,18",seq5_no_checks
"2,10","8,54",seq5_no_checks
"1,76","18,00",seq5_no_checks
"1,76","18,65",seq5_no_checks
"1,32","31,87",seq5_no_checks
"1,32","31,64",seq5_no_checks
"1,31","31,84",seq5_no_checks
"1,31","31,59",seq5_no_checks
"1,84","12,75",seq5_no_checks
"1,84","9,29",seq5_no_checks
"1,70","21,74",seq5_no_checks
"1,70","22,03",seq5_no_checks
"0,75","30,24",seq5_no_checks
"0,75","32,05",seq5_no_checks
"0,56","66,97",seq5_no_checks
"0,56","67,60",seq5_no_checks
"0,56","65,97",seq5_no_checks
"0,56","68,04",seq5_no_checks
"0,92","17,42",seq5_no_checks
"0,92","19,56",seq5_no_checks
"1,46","6,50",seq5_no_checks
"1,46","7,11",seq5_no_checks
"2,14","10,67",seq5_no_checks
"2,14","8,76",seq5_no_checks
"2,24","11,53",seq5_no_checks
"2,24","9,65",seq5_no_checks
"1,42","29,09",seq5_no_checks
"1,42","29,74",seq5_no_checks
"3,54","18,93",seq5_no_checks
"3,54","18,59",seq5_no_checks
"3,25","49,95",seq5_no_checks
"3,25","47,02",seq5_no_checks
"3,26","50,01",seq5_no_checks
"3,26","47,04",seq5_no_checks
"2,18","39,35",seq5_no_checks
"2,18","37,87",seq5_no_checks
"1,51","24,77",seq5_no_checks
"1,51","24,12",seq5_no_checks
"1,03","27,32",seq5_no_checks
"1,03","24,88",seq5_no_checks
"1,55","15,08",seq5_no_checks
"1,55","15,32",seq5_no_checks
"1,62","2,84",seq5_no_checks
"1,62","1,01",seq5_no_checks
"1,87","7,02",seq5_no_checks
"1,87","5,10",seq5_no_checks
"1,79","6,39",seq5_no_checks
"1,79","4,62",seq5_no_checks
"3,33","59,17",seq5_no_checks
"3,33","58,90",seq5_no_checks
"3,46","59,69",seq5_no_checks
"3,46","59,50",seq5_no_checks
"3,46","59,64",seq5_no_checks
"3,46","59,49",seq5_no_checks
