7,9043;0,655513
9,76572;0,655513
13,7621;2,91363
11,0497;2,91363
13,44;2,91168
11,8376;2,91168
2,7518;1,3253
3,52485;1,3253
43,2699;2,06942
43,9999;2,06942
77,6372;2,25029
75,0038;2,25029
46,7361;2,36323
43,9482;2,36323
9,24563;2,4812
9,00131;2,4812
1,05745;1,65635
2,24735;1,65635
1,13546;1,66036
0,524268;1,66036
9,1007;0,568895
10,7312;0,568895
8,25631;0,674927
9,74602;0,674927
10,2303;0,750171
11,8061;0,750171
2,54661;1,9705
0,653756;1,9705
39,5703;1,99724
36,9367;1,99724
4,75688;1,64282
3,40794;1,64282
0,252953;1,05758
1,35772;1,05758
7,29755;1,03401
8,86014;1,03401
6,04892;1,23146
5,69775;1,23146
5,4489;1,23717
6,13693;1,23717
3,40655;1,37928
3,81558;1,37928
28,862;3,05492
28,1185;3,05492
18,6963;2,32313
18,343;2,32313
24,4451;2,32843
23,1777;2,32843
2,53137;1,33867
1,81061;1,33867
2,98912;1,41596
2,43951;1,41596
38,3547;2,48451
36,1891;2,48451
14,5335;2,28045
13,4414;2,28045
8,12215;2,32515
5,11007;2,32515
14,3146;0,559182
14,2856;0,559182
4,365;2,16672
4,24558;2,16672
3,8575;1,34232
5,17734;1,34232
5,07939;1,34407
4,61842;1,34407
10,6268;1,70869
9,7599;1,70869
21,0971;2,30758
20,0178;2,30758
21,1872;2,30707
19,8154;2,30707
17,96;2,07933
16,6372;2,07933
16,0295;2,15949
14,7693;2,15949
35,2446;1,04941
35,0064;1,04941
5,57806;2,32119
5,29407;2,32119
5,2504;2,32608
6,8256;2,32608
3,45664;0,942738
4,98358;0,942738
35,3347;2,02903
35,5797;2,02903
4,61687;1,23907
5,11477;1,23907
6,49898;2,16636
3,79698;2,16636
10,4168;2,63188
8,17733;2,63188
9,42179;0,50629
11,241;0,50629
3,37244;0,648309
5,25667;0,648309
28,1385;2,96887
26,7659;2,96887
18,119;0,818766
13,9536;0,818766
7,42786;1,00872
10,0508;1,00872
14,0002;2,69972
11,6388;2,69972
41,2474;1,85878
39,809;1,85878
12,7718;0,757439
14,2572;0,757439
19,4662;2,73237
16,9741;2,73237
27,8728;1,16936
27,7921;1,16936
18,1583;1,10038
11,5382;1,10038
0,410038;1,68423
0,649951;1,68423
29,4063;3,91757
28,3057;3,91757
4,91819;1,37245
6,786;1,37245
22,36;1,90413
20,7287;1,90413
36,3246;3,06401
35,4105;3,06401
31,106;3,4939
28,8517;3,4939
38,1149;2,54083
39,3103;2,54083
39,4857;2,64826
38,0032;2,64826
39,6266;1,9331
35,7398;1,9331
2,73224;0,61612
0,845185;0,61612
21,0893;2,42083
21,3816;2,42083
15,6783;1,89269
15,1384;1,89269
2,16288;1,5288
3,34911;1,5288
5,34615;2,12034
5,32566;2,12034
3,33553;1,532
3,28411;1,532
9,08665;1,18746
6,49458;1,18746
30,8266;1,60888
28,6885;1,60888
32,4536;1,69385
30,1422;1,69385
32,8784;1,73416
30,7347;1,73416
2,01302;1,48556
3,25118;1,48556
2,34706;1,47565
3,66911;1,47565
7,19151;3,28432
7,47347;3,28432
18,8826;2,23625
19,0268;2,23625
19,1036;2,27116
19,2913;2,27116
23,583;1,40597
21,036;1,40597
24,3554;1,41941
22,4489;1,41941
22,6229;2,45925
22,8062;2,45925
14,952;2,92041
9,75162;2,92041
14,9806;2,92021
9,85481;2,92021
30,9849;3,28742
28,4783;3,28742
12,594;2,6085
13,3542;2,6085
39,5164;2,37017
35,5978;2,37017
41,007;2,21205
36,5046;2,21205
12,4905;0,517377
13,8844;0,517377
9,21759;1,33163
10,6134;1,33163
9,04014;1,33662
10,4247;1,33662
13,0673;0,74991
14,022;0,74991
15,1222;0,63211
15,926;0,63211
51,294;1,86718
46,4109;1,86718
6,84394;1,36888
8,26623;1,36888
0,757628;1,77597
0,00666094;1,77597
2,85991;1,42203
4,28536;1,42203
2,47278;1,52457
3,7838;1,52457
4,45026;2,17412
4,35595;2,17412
5,76994;2,25281
5,77675;2,25281
1,67497;2,10747
1,46799;2,10747
0,775152;2,05281
0,472408;2,05281
30,2418;3,44611
28,7613;3,44611
30,2209;3,44412
28,7636;3,44412
30,2526;3,46306
28,7697;3,46306
30,1824;3,41679
28,6365;3,41679
35,8133;3,15802
33,9432;3,15802
2,75022;1,73844
3,63873;1,73844
18,3469;2,17178
18,4322;2,17178
44,6737;2,18749
42,387;2,18749
29,0677;2,85753
27,4033;2,85753
13,1721;0,591491
14,6868;0,591491
10,7887;0,725507
12,4651;0,725507
29,7816;2,94504
28,0773;2,94504
11,7134;2,80205
10,9193;2,80205
11,0507;1,71703
10,2604;1,71703
12,0959;2,63151
6,82529;2,63151
14,9371;2,92034
9,69066;2,92034
8,90149;1,99321
8,62014;1,99321
31,4558;3,6657
29,4654;3,6657
36,6742;3,09642
34,9718;3,09642
37,3591;2,55971
35,5463;2,55971
14,2208;2,87535
15,1625;2,87535
32,3465;3,45292
31,8507;3,45292
1,41088;1,77696
0,749474;1,77696
7,37098;1,4379
8,64843;1,4379
1,92679;1,30116
3,53075;1,30116
45,1045;2,24838
41,2681;2,24838
44,7737;2,19776
41,1522;2,19776
40,6228;1,82166
35,3665;1,82166
41,1949;2,07556
36,3003;2,07556
10,3119;0,678685
11,8387;0,678685
9,75041;0,752515
11,3311;0,752515
10,2078;0,761047
11,1388;0,761047
8,93409;0,577769
10,5707;0,577769
30,919;3,41868
28,3908;3,41868
6,25683;1,22237
7,84424;1,22237
8,72098;0,720908
4,77413;0,720908
17,8384;1,2842
16,0311;1,2842
20,6168;1,34071
18,2879;1,34071
9,11606;3,30162
9,25052;3,30162
30,0387;3,54315
29,1606;3,54315
29,9074;3,55011
30,2813;3,55011
1,76952;1,03458
5,42917;1,03458
6,28718;1,05072
9,10651;1,05072
2,32673;1,01298
5,82469;1,01298
3,85201;1,60364
4,5047;1,60364
21,5883;2,1866
15,1271;2,1866
21,788;2,19348
15,3694;2,19348
21,9637;2,20913
15,6704;2,20913
42,5489;2,01421
40,6561;2,01421
43,9567;1,91602
40,6055;1,91602
6,24154;1,26857
7,78783;1,26857
22,8924;2,91081
18,5333;2,91081
4,60777;2,07679
4,5376;2,07679
29,9078;3,54099
30,2835;3,54099
12,2601;2,70704
12,9346;2,70704
19,7351;1,82091
12,1729;1,82091
26,1955;2,18445
19,0806;2,18445
9,02267;3,37255
8,06151;3,37255
9,03093;3,37742
8,08765;3,37742
6,22693;1,48359
6,37134;1,48359
29,536;2,88066
29,1163;2,88066
29,7619;2,95532
30,6308;2,95532
12,609;0,585506
14,1213;0,585506
10,193;0,724698
11,7659;0,724698
7,47526;1,34944
8,91553;1,34944
0,651447;1,95435
0,124594;1,95435
1,13504;1,66189
2,06125;1,66189
1,70771;1,72249
1,20302;1,72249
1,69802;1,72714
2,48727;1,72714
12,8603;2,68292
8,32213;2,68292
8,11719;1,62027
7,03122;1,62027
9,93676;1,69293
8,93536;1,69293
7,35499;0,865019
9,52172;0,865019
8,58031;0,724157
10,4488;0,724157
3,51415;2,11544
3,31538;2,11544
35,3725;2,05852
34,505;2,05852
3,76603;1,41637
5,16476;1,41637
3,58847;1,41485
4,97297;1,41485
10,2504;2,48617
4,76685;2,48617
29,7791;3,06216
27,5153;3,06216
30,241;3,30873
28,0868;3,30873
12,8774;0,686426
7,70516;0,686426
7,02557;1,11943
8,73888;1,11943
7,37801;1,16298
8,11999;1,16298
56,7039;1,08065
52,4962;1,08065
22,1983;2,54952
22,6071;2,54952
22,2267;2,55175
22,6454;2,55175
27,7085;2,46545
25,6855;2,46545
3,71605;0,637044
1,25553;0,637044
0,690029;1,78356
1,37123;1,78356
8,10455;0,772278
10,0508;0,772278
8,06823;0,766172
9,99797;0,766172
5,62486;1,44496
6,96142;1,44496
4,32401;1,51051
5,55253;1,51051
44,8154;2,46315
41,195;2,46315
1,27662;1,89857
0,799965;1,89857
0,759114;1,95685
0,254638;1,95685
6,74743;0,954906
8,37981;0,954906
27,1495;2,39784
21,271;2,39784
46,5074;2,11322
43,1367;2,11322
46,2315;2,02854
42,9583;2,02854
39,735;2,14338
37,5051;2,14338
39,8858;2,52538
36,5585;2,52538
45,148;2,34092
41,1652;2,34092
4,62745;1,97278
4,35141;1,97278
0,907429;0,567862
0,935828;0,567862
8,38943;0,832513
10,4972;0,832513
7,04255;0,943776
6,38498;0,943776
9,96595;2,47915
5,64185;2,47915
36,1295;3,30014
33,2844;3,30014
4,96151;1,30746
5,53445;1,30746
4,78533;1,3094
5,3507;1,3094
5,63686;1,61022
6,76393;1,61022
44,793;2,0845
41,1101;2,0845
44,8351;2,46387
41,1865;2,46387
2,03524;1,82252
1,38497;1,82252
14,993;2,91752
10,0113;2,91752
14,9993;2,91551
10,0967;2,91551
43,6748;1,79024
41,3812;1,79024
45,0896;1,65918
42,5343;1,65918
0,930081;0,574713
0,910793;0,574713
5,92392;0,793029
3,79498;0,793029
5,22282;0,718461
2,47166;0,718461
22,2998;0,752775
16,5672;0,752775
2,06867;1,57483
1,89503;1,57483
45,1889;2,24376
41,2667;2,24376
45,2339;2,66712
41,354;2,66712
30,424;3,55033
29,2328;3,55033
30,3189;3,50649
29,0865;3,50649
7,85759;3,25973
